MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero,
沃玛军士,WoomaSoldier,0,0,30,0,2000,1000,7,0,310,True,True,False,False,,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛军士0,WoomaSoldier,0,0,30,0,2000,1000,7,0,310,True,True,False,False,,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛战士,WoomaFighter,0,0,30,0,2000,1000,7,0,340,True,True,False,False,,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛战士0,WoomaFighter,0,0,30,0,2000,1000,7,0,340,True,True,False,False,,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛勇士,WoomaWarrior,0,0,30,0,2000,1000,7,0,340,True,True,False,False,,3,3,2,2,15,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛勇士0,WoomaWarrior,0,0,30,0,2000,1000,7,0,340,True,True,False,False,,3,3,2,2,15,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
火焰沃玛,FlamingWooma,10,0,31,0,1700,800,7,0,350,True,True,False,False,,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
火焰沃玛0,FlamingWooma,10,0,31,0,1700,800,7,0,350,True,True,False,False,,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
火焰沃玛2,FlamingWooma,10,0,50,0,1700,800,7,0,385,True,True,False,False,,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛卫士,WoomaGuardian,0,0,50,5,1500,800,7,0,2400,True,True,False,False,,8,8,8,8,22,42,0,0,0,0,17,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛卫士1,WoomaGuardian,0,0,50,0,2500,600,7,0,1000,True,True,False,False,,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛卫士2,WoomaGuardian,0,0,50,0,1000,500,7,0,10,True,True,False,False,,50,50,50,50,10,25,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛教主,WoomaTaurus,11,0,60,10,2500,1800,14,100,6000,True,True,False,False,,25,25,40,40,35,90,0,0,0,0,25,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛教主1,WoomaTaurus,0,0,60,0,2500,1500,7,100,1000,True,True,False,False,,0,0,0,0,0,20,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛教主9,WoomaTaurus,0,0,60,10,1500,800,14,100,6000,True,True,False,False,,25,25,25,2,35,70,0,0,0,0,20,30,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古沃玛军士,WoomaSoldier,0,0,53,0,2000,1000,7,0,5200,True,True,False,False,,4,4,3,3,45,68,0,0,0,0,13,15,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古沃玛战士,WoomaFighter,0,0,53,0,2000,1000,7,0,5300,True,True,False,False,,4,4,3,3,46,70,0,0,0,0,13,15,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古沃玛勇士,WoomaWarrior,0,0,53,0,2000,1000,7,0,5400,True,True,False,False,,4,4,3,3,52,72,0,0,0,0,13,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古火焰沃玛,FlamingWooma,10,0,54,0,1700,800,7,0,5500,True,True,False,False,,2,2,3,3,50,74,0,0,0,0,20,20,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古沃玛卫士,WoomaGuardian,0,0,87,0,1500,800,14,0,5600,True,True,False,False,,9,9,9,9,56,78,0,0,0,0,17,20,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古沃玛教主,WoomaTaurus,11,0,105,0,1500,800,14,0,30000,True,True,False,False,,26,26,26,26,50,100,0,0,0,0,40,20,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶钳虫20,EvilTongs,0,0,50,0,2100,1200,8,0,2900,True,True,False,False,,12,15,12,15,22,47,0,0,0,0,17,17,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶钳虫21,EvilTongs,0,0,50,0,900,1300,8,0,2900,True,True,False,False,,15,15,25,30,22,47,0,0,0,0,15,15,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶毒蛇20,EvilSnake,0,0,50,0,2100,1800,8,0,2900,True,True,False,False,,12,15,12,15,22,49,0,0,0,0,17,17,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶毒蛇21,EvilSnake,0,0,50,0,2500,1800,8,0,2900,True,True,False,False,,15,15,25,30,22,49,0,0,0,0,15,15,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尸王20,Ghoul,0,0,50,0,2100,1800,8,0,2900,True,True,False,False,,12,15,12,15,22,47,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尸王21,Ghoul,0,0,50,0,2100,1800,8,0,2900,True,True,False,False,,12,15,12,15,22,47,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手20,ZumaArcher,8,0,47,0,2000,1000,8,0,3100,True,True,False,False,,20,20,13,13,14,30,0,0,0,0,19,19,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手21,ZumaArcher,8,0,47,0,1300,1000,8,0,3100,True,True,False,False,,0,0,0,0,14,30,0,0,0,0,19,19,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像20,ZumaStatue,0,0,45,0,2500,900,8,0,3400,True,True,False,False,,10,10,12,12,33,52,0,0,0,0,19,19,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像21,ZumaStatue,15,0,45,0,2500,900,8,0,3400,True,True,False,False,,10,10,12,12,33,52,0,0,0,0,19,19,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛卫士20,ZumaGuardian,15,0,47,0,1500,700,8,0,3600,True,True,False,False,,15,15,15,15,33,57,0,0,0,0,16,22,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛卫士21,ZumaGuardian,15,0,47,0,1500,700,8,0,3600,True,True,False,False,,15,15,15,15,33,57,0,0,0,0,16,22,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
白野猪20,WhiteBoar,0,0,50,0,2100,1200,8,0,3100,True,True,False,False,,12,15,12,15,22,47,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
白野猪21,WhiteBoar,0,0,50,0,1800,1200,8,0,3100,True,True,False,False,,15,20,12,15,22,47,0,0,0,0,20,20,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛卫士5,WoomaGuardian,0,0,50,0,2100,1200,8,0,3000,True,True,False,False,,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛卫士6,WoomaGuardian,0,0,50,0,1800,1200,8,0,3000,True,True,False,False,,10,22,14,17,25,55,0,0,0,0,20,20,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
虹魔蝎卫,KingScorpion,19,0,70,10,1000,600,14,100,12000,True,True,False,False,,30,30,30,40,30,65,0,0,0,0,35,25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
虹魔猪卫,KingHog,0,0,60,10,1200,700,14,100,18000,True,True,False,False,,30,40,30,50,30,75,0,0,0,0,35,25,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔化沃玛教主,WoomaTaurus,11,0,60,10,1500,1000,14,100,12000,True,True,False,False,,25,25,15,35,35,75,0,0,0,0,30,35,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔化祖玛教主,ZumaTaurus,22,0,60,10,500,300,14,100,18000,True,True,False,False,,30,50,30,50,30,75,0,0,0,0,40,20,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑暗魔王,DarkDevil,20,0,70,10,900,300,14,100,30000,True,True,False,False,,30,30,30,30,50,100,0,0,0,0,48,35,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
血之僵尸,DigOutZombie,24,0,34,0,2500,1800,7,0,300,True,True,False,False,,10,10,5,5,15,25,0,0,0,0,15,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
血之僵尸0,DigOutZombie,24,0,34,0,2500,1800,7,0,300,True,True,False,False,,10,10,5,5,15,25,0,0,0,0,15,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
被诅咒的萨满,ShamanZombie,26,0,31,0,2500,1800,7,0,320,True,True,False,False,,5,5,3,3,17,21,0,0,0,0,13,13,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
被诅咒的萨满0,ShamanZombie,26,0,31,0,2500,1800,7,0,320,True,True,False,False,,5,5,3,3,17,21,0,0,0,0,13,13,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
被诅咒的神父,DigOutZombie,24,0,30,0,2500,1800,7,0,430,True,True,False,False,,7,7,3,3,5,8,0,0,0,0,17,20,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
被诅咒的神父0,DigOutZombie,24,0,30,0,2500,1800,7,0,430,True,True,False,False,,7,7,3,3,5,8,0,0,0,0,17,20,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
被诅咒的僵尸,ClZombie,0,0,30,0,3000,1500,7,0,400,True,True,False,False,,7,7,3,3,11,22,0,0,0,0,12,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
被诅咒的僵尸0,ClZombie,0,0,30,0,3000,1500,7,0,400,True,True,False,False,,7,7,3,3,11,22,0,0,0,0,12,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
游荡恶鬼,NdZombie,0,0,30,0,2500,1800,7,0,300,True,True,False,False,,7,7,3,3,11,22,0,0,0,0,12,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
游荡恶鬼0,NdZombie,0,0,30,0,2500,1800,7,0,300,True,True,False,False,,7,7,3,3,11,22,0,0,0,0,12,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
石化僵尸,ClZombie,0,0,30,0,2500,1800,7,0,300,True,True,False,False,,7,7,3,3,11,22,0,0,0,0,12,15,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
石化僵尸0,ClZombie,0,0,30,0,2500,1800,7,0,300,True,True,False,False,,7,7,3,3,11,22,0,0,0,0,12,15,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
剧毒僵尸,NdZombie,0,0,34,0,2500,1800,7,0,300,True,True,False,False,,10,10,3,3,13,25,0,0,0,0,14,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
剧毒僵尸0,NdZombie,0,0,34,0,2500,1800,7,0,300,True,True,False,False,,10,10,3,3,13,25,0,0,0,0,14,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
巨型尸王,Ghoul,0,0,40,0,2000,1200,7,0,800,True,True,False,False,,3,3,5,5,18,36,0,0,0,0,15,15,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
爆蛛,BombSpider,40,0,52,0,0,800,7,0,7,True,True,False,False,,0,0,0,0,20,40,0,0,0,0,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
幻影蜘蛛,RootSpider,39,0,53,0,2500,0,7,0,540,False,True,False,False,,0,0,10,10,10,35,0,0,0,0,1,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月魔蜘蛛,SpiderBat,7,0,52,0,2000,500,7,100,540,True,True,False,True,,1,3,2,9,10,17,10,17,0,0,15,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
天狼蜘蛛,VenomSpider,4,0,40,0,1800,1200,7,0,520,True,True,False,True,,4,6,4,9,10,22,0,0,0,0,17,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
天狼蜘蛛0,VenomSpider,4,0,50,0,1800,1200,7,0,520,True,True,False,True,,4,6,4,9,10,22,0,0,0,0,17,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
天狼蜘蛛3,VenomSpider,4,0,60,0,1800,1200,7,0,520,True,True,False,True,,9,9,14,14,10,22,0,0,0,0,17,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
钢牙蜘蛛,GangSpider,0,0,45,0,1500,1100,14,0,570,True,True,False,True,,2,7,5,10,12,22,0,0,0,0,16,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
钢牙蜘蛛0,GangSpider,0,0,45,0,1500,1100,14,0,570,True,True,False,True,,2,7,5,10,12,22,0,0,0,0,16,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
钢牙蜘蛛3,GangSpider,0,0,45,0,1500,1100,14,0,570,True,True,False,True,,2,7,5,10,12,22,0,0,0,0,16,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑锷蜘蛛,GreatSpider,0,0,45,0,1500,1100,14,0,600,True,True,False,True,,2,7,5,10,12,27,0,0,0,0,16,15,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑锷蜘蛛0,GreatSpider,0,0,45,0,1500,1100,14,0,600,True,True,False,True,,2,7,5,10,12,27,0,0,0,0,16,15,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑锷蜘蛛3,GreatSpider,0,0,45,0,1500,1100,14,0,600,True,True,False,True,,2,7,5,10,12,27,0,0,0,0,16,15,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
花吻蜘蛛,LureSpider,4,0,64,0,1800,800,7,0,640,True,True,False,True,,8,8,11,13,15,27,15,27,0,0,18,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
花吻蜘蛛0,LureSpider,4,0,64,0,1800,800,7,0,640,True,True,False,True,,8,8,11,13,15,40,15,40,0,0,18,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
花吻蜘蛛3,LureSpider,4,0,64,0,1800,800,7,0,640,True,True,False,True,,8,8,11,13,15,40,15,44,0,0,18,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
血巨人,BigApe,0,0,52,0,2000,1000,14,0,960,True,True,False,True,,4,7,5,12,12,30,0,0,0,0,17,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
血巨人0,BigApe,0,0,52,0,2000,1000,14,0,960,True,True,False,True,,4,7,5,12,12,30,0,0,0,0,17,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
血巨人3,BigApe,0,0,52,0,2000,1000,14,0,960,True,True,False,True,,4,7,5,12,12,30,0,0,0,0,17,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶巨人,EvilApe,0,0,56,0,1500,800,14,0,1800,True,True,False,False,,4,12,12,16,20,35,0,0,0,0,17,22,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶巨人0,EvilApe,0,0,56,0,1500,800,14,0,1800,True,True,False,False,,4,12,12,16,20,35,0,0,0,0,17,22,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
绿巨人,GrayEvilApe,0,0,55,0,1500,500,14,0,900,True,True,False,False,,15,15,0,0,25,65,0,0,0,0,25,12,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
红巨人,RedEvilApe,0,0,55,0,1500,500,14,0,900,True,True,False,False,,0,0,25,25,25,65,0,0,0,0,12,25,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
水晶蜘蛛,CrystalSpider,37,0,54,5,1700,900,14,0,5000,True,True,False,True,,18,18,20,20,20,60,20,50,0,0,15,16,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
赤月恶魔,RedMoonEvil,13,0,60,5,2000,0,14,100,6000,False,False,False,False,,20,20,33,43,25,90,0,0,0,0,23,25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
