ItemName,ItemType,ItemGrade,ItemRequiredType,ItemRequiredGender,ItemRequiredClass,ItemSet,ItemRandomStatsId,ItemRequiredAmount,ItemImage,ItemShape,ItemEffect,ItemStackSize,ItemSlots,ItemWeight,ItemLightRange,ItemLightIntensity,ItemDurability,ItemPrice,ItemToolTip,StartItem,NeedIdentify,ShowGroupPickup,GlobalDropNotify,ClassBased,LevelBased,CanMine,CanFastRun,CanAwakening,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero,BindDontDeathdrop,BindDontDrop,BindDontSell,BindDontStore,BindDontTrade,BindDontRepair,BindDontUpgrade,BindDestroyOnDrop,BindBreakOnDeath,BindBindOnEquip,BindNoSRepair,BindNoWeddingRing,BindUnableToRent,BindUnableToDisassemble,BindNoMail,BindNoHero,SpecialParalize,SpecialTeleport,SpecialClearRing,SpecialProtection,SpecialRevival,SpecialMuscle,SpecialFlame,SpecialHealing,SpecialProbe,SpecialSkill,SpecialNoDuraLoss,SpecialBlink,
远古弓甲(男),Armour,None,Level,Male,Archer,None,0,33,3421,36,0,1,0,16,0,0,24000,18000,"",False,False,False,False,False,False,False,False,False,3,10,5,7,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
远古弓甲(女),Armour,None,Level,Female,Archer,None,0,33,3431,36,0,1,0,16,0,0,24000,18000,"",False,False,False,False,False,False,False,False,False,3,10,5,7,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
RedMoonSword,Weapon,None,Level,None,WarWizTao,None,0,35,66,25,0,1,0,22,0,0,23000,50000,"",False,False,False,False,False,False,False,False,False,0,0,0,0,10,18,10,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
RedMoonBlades,Weapon,None,Level,None,Assassin,None,0,35,3290,111,0,1,0,22,0,0,23000,35000,"",False,False,False,False,False,False,False,False,False,0,0,0,0,13,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
RedMoonBow,Weapon,None,Level,None,Archer,None,0,35,3401,211,0,1,0,22,0,0,23000,35000,"",False,False,False,False,False,False,False,False,False,0,0,0,0,13,18,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
TestServerScroll,Script,Mythical,Level,None,None,None,0,0,1790,1,0,1,0,1,0,0,0,0,"Basic Test Server Scroll which gives information.",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CreditToken1,Scroll,None,Level,None,None,None,0,0,1813,938,0,1,0,1,0,0,0,1,"",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CreditToken2,Scroll,None,Level,None,None,None,0,0,1813,938,0,1,0,1,0,0,0,5,"",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CreditToken3,Scroll,None,Level,None,None,None,0,0,1813,938,0,1,0,1,0,0,0,10,"",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CreditToken4,Scroll,None,Level,None,None,None,0,0,1813,938,0,1,0,1,0,0,0,15,"",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CreditToken5,Scroll,None,Level,None,None,None,0,0,1813,938,0,1,0,1,0,0,0,20,"",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CreditToken6,Scroll,None,Level,None,None,None,0,0,1813,938,0,1,0,1,0,0,0,25,"",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CreditToken7,Scroll,None,Level,None,None,None,0,0,1813,938,0,1,0,1,0,0,0,50,"",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
CreditToken8,Scroll,None,Level,None,None,None,0,0,1813,938,0,1,0,1,0,0,0,100,"",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
破坏强化水1,Potion,Common,Level,None,None,None,0,0,1693,3,0,1,0,1,0,0,60,1000,"在一段时间内提升你的攻击力.\r\n-持续时间 1 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
破坏强化水3,Potion,Common,Level,None,None,None,0,0,1694,3,0,1,0,1,0,0,180,1000,"在一段时间内提升你的攻击力.\r\n-持续时间 3 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
破坏强化水5,Potion,Common,Level,None,None,None,0,0,3699,3,0,1,0,1,0,0,300,1000,"在一段时间内提升你的攻击力.\r\n-持续时间 5 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
魔力强化水1,Potion,Common,Level,None,None,None,0,0,1696,3,0,1,0,1,0,0,60,1000,"在一段时间内提升你的魔法.\r\n-持续时间 1 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
魔力强化水3,Potion,Common,Level,None,None,None,0,0,1697,3,0,1,0,1,0,0,180,1000,"在一段时间内提升你的魔法.\r\n-持续时间 3 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
魔力强化水5,Potion,Common,Level,None,None,None,0,0,3700,3,0,1,0,1,0,0,300,1000,"在一段时间内提升你的魔法.\r\n-持续时间 5 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
道力强化水1,Potion,Common,Level,None,None,None,0,0,1699,3,0,1,0,1,0,0,60,1000,"在一段时间内提升你的道术.\r\n-持续时间 1 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
道力强化水3,Potion,Common,Level,None,None,None,0,0,3701,3,0,1,0,1,0,0,180,1000,"在一段时间内提升你的道术.\r\n-持续时间 3 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
道力强化水5,Potion,Common,Level,None,None,None,0,0,3702,3,0,1,0,1,0,0,300,1000,"在一段时间内提升你的道术.\r\n-持续时间 5 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
生命强化水1,Potion,Common,Level,None,None,None,0,0,3706,3,0,1,0,1,0,0,60,1000,"在一段时间内提升你的生命值.\r\n-持续时间 1 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
生命强化水3,Potion,Common,Level,None,None,None,0,0,3706,3,0,1,0,1,0,0,180,1000,"在一段时间内提升你的生命值.\r\n-持续时间 3 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
生命强化水5,Potion,Common,Level,None,None,None,0,0,3706,3,0,1,0,1,0,0,300,1000,"在一段时间内提升你的生命值.\r\n-持续时间 5 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
魔法强化水1,Potion,Common,Level,None,None,None,0,0,3707,3,0,1,0,1,0,0,60,1000,"在一段时间内提升你的魔法值.\r\n-持续时间 1 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
魔法强化水3,Potion,Common,Level,None,None,None,0,0,3707,3,0,1,0,1,0,0,180,1000,"在一段时间内提升你的魔法值.\r\n-持续时间 3 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
魔法强化水5,Potion,Common,Level,None,None,None,0,0,3707,3,0,1,0,1,0,0,300,1000,"在一段时间内提升你的魔法值.\r\n-持续时间 5 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
狂风药水1,Potion,Common,Level,None,None,None,0,0,1707,3,0,1,0,1,0,0,60,1000,"在一段时间内提升你的攻击速度.\r\n-持续时间 1 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
狂风药水2,Potion,Common,Level,None,None,None,0,0,1718,3,0,1,0,1,0,0,180,1000,"在一段时间内提升你的攻击速度.\r\n-持续时间 3 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
狂风药水3,Potion,Common,Level,None,None,None,0,0,1719,3,0,1,0,1,0,0,300,1000,"在一段时间内提升你的攻击速度.\r\n-持续时间 5 小时\r\n-无法堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
复活卷轴,Scroll,None,Level,None,None,None,0,0,3730,6,0,1,0,1,0,0,0,100,"可以让你死而复生的卷轴.\r\n恢复 HP 100%\r\n恢复 MP 100%\r\n ",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
PK点数清洗卷,Script,None,Level,None,None,None,0,0,3722,2,0,1,0,1,0,0,0,200,"消除你的PK点数.\r\n-每张消除你100点PK点数\r\n-无法堆叠.\r\n",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
神秘卷轴1,Script,None,Level,None,None,None,0,0,3724,3,0,20,0,1,0,0,0,200,"可以传送到所有城镇的神秘卷轴\r\n-无法堆叠.",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
神秘卷轴2,Script,None,Level,None,None,None,0,0,3723,4,0,20,0,1,0,0,0,200,"可以传送到所有地牢门口的神秘卷轴\r\n-无法堆叠.",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
随身护卫[7d],Nothing,None,Level,None,None,None,0,0,3779,0,0,1,0,1,0,0,0,500,"允许你召唤一名护卫的卷轴\r\n-召唤一名护卫\r\n-持续 7 天.\r\n-召唤命令 @召唤护卫",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
大喇叭[Green],Scroll,None,Level,None,None,None,0,0,3767,8,0,1,0,1,0,0,0,100,"一个可以向全世界喊话的远古号角\r\n-向世界发送一条绿颜色的信息.\r\n-每次消耗一个",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
大喇叭[Purple],Scroll,None,Level,None,None,None,0,0,3766,9,0,1,0,1,0,0,0,100,"一个可以向全世界喊话的远古号角\r\n-向世界发送一条紫颜色的信息.\r\n-每次消耗一个",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
变性卷轴,Script,None,Level,None,None,None,0,0,3781,5,0,1,0,1,0,0,0,500,"可以使你改变性别的卷轴\r\n-无法堆叠.",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
远古神石[3d],Nothing,None,Level,None,None,None,0,0,3733,0,0,1,0,3,0,0,0,500,"一颗可以增加你经验获取的远古神石\r\n-增加额外经验获取 50%\r\n-无法堆叠\r\n-持续3天\r\n-开启命令 @神石开启\r\n-关闭命令 @神石关闭\r\n                  ",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
攻击火炬[3h],Torch,None,Level,None,None,None,0,0,3738,0,0,1,0,1,8,4,14000,0,"商城物品\r\n-持续时间内攻击力+1\r\n",False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
魔力火炬[3h],Torch,None,Level,None,None,None,0,0,3739,0,0,1,0,1,8,4,14000,0,"商城物品\r\n-持续时间内魔法+1",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
道力火炬[3h],Torch,None,Level,None,None,None,0,0,3740,0,0,1,0,1,8,4,14000,0,"商城物品\r\n-持续时间内道术+1",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
攻击火炬[2h],Torch,None,Level,None,None,None,0,0,3738,0,0,1,0,1,8,4,14000,0,"商城物品\r\n-持续时间内攻击力+1",False,False,False,False,False,False,False,False,False,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
魔力火炬[2h],Torch,None,Level,None,None,None,0,0,3739,0,0,1,0,1,8,4,14000,0,"商城物品\r\n-持续时间内魔法+1",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
道力火炬[2h],Torch,None,Level,None,None,None,0,0,3740,0,0,1,0,1,8,4,14000,0,"商城物品\r\n-持续时间内道术+1",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
EXP50%1,Potion,None,Level,None,None,None,0,0,3721,4,0,1,0,1,0,0,60,100,"一段时间内增加经验获取\r\n-增幅 50%\r\n-持续 1 小时\r\n-不可堆叠",False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
